Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
05 April 2019, 1.1233, 125.44, 1.9558, 25.613, 7.4646, 0.85938, 320.75, 4.2897, 4.7513, 10.4260, 1.1235, 133.40, 9.6610, 7.4235, 73.3270, 6.2855, 1.5787, 4.3266, 1.5030, 7.5457, 8.8173, 15900.87, 4.0219, 77.7870, 1277.64, 21.4975, 4.5985, 1.6662, 58.537, 1.5215, 35.833, 15.8078, 
